resource,amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,start-date,units,slug
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,3253.67,neighbourhood-community-infrastructure-levy,17/01853/FUL/CIL,17/01853/NEIGHBOURHOOD 3,,2019-09-18,2019-09-03,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,17352.9,community-infrastructure-levy,17/01853/FUL/CIL,17/01853/IDP 1,,2019-09-18,2019-09-03,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,17352.9,community-infrastructure-levy,17/01853/FUL/CIL,17/01853/IDP 2,,2019-09-18,2019-09-03,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,17352.9,community-infrastructure-levy,17/01853/FUL/CIL,17/01853/IDP 3,,2019-09-18,2019-09-03,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2455,community-infrastructure-levy,18/00743/FUL/CIL,18/00743/CILADMIN 1,,2019-09-25,2019-09-12,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2455,community-infrastructure-levy,18/00743/FUL/CIL,18/00743/CILADMIN 2,,2019-09-25,2019-09-12,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2455,community-infrastructure-levy,18/00743/FUL/CIL,18/00743/CILADMIN 3,,2019-09-25,2019-09-12,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,7365.03,neighbourhood-community-infrastructure-levy,18/00743/FUL/CIL,18/00743/NEIGHBOURHOOD 1,,2019-09-25,2019-09-12,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,7365.03,neighbourhood-community-infrastructure-levy,18/00743/FUL/CIL,18/00743/NEIGHBOURHOOD 2,,2019-09-25,2019-09-12,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,7365.03,neighbourhood-community-infrastructure-levy,18/00743/FUL/CIL,18/00743/NEIGHBOURHOOD 3,,2019-09-25,2019-09-12,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,39280.14,community-infrastructure-levy,18/00743/FUL/CIL,18/00743/IDP 1,,2019-09-25,2019-09-12,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,39280.14,community-infrastructure-levy,18/00743/FUL/CIL,18/00743/IDP 2,,2019-09-25,2019-09-12,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,39280.13,community-infrastructure-levy,18/00743/FUL/CIL,18/00743/IDP 3,,2019-09-25,2019-09-12,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,144934,affordable-housing,18/00743/FUL/S106,18/00743/FUL/S106 1,,2019-09-25,2019-07-16,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1E+4,,18/00743/FUL/S106,18/00743/FUL/S106 2,,2019-09-25,2019-07-16,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1228.97,community-infrastructure-levy,18/01383/FUL/CIL,18/01383/CILADMIN 1,,2019-09-25,2019-09-12,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,3686.89,neighbourhood-community-infrastructure-levy,18/01383/FUL/CIL,18/01383/NEIGHBOURHOOD 1,,2019-09-25,2019-09-12,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,19663.43,community-infrastructure-levy,18/01383/FUL/CIL,18/01383/IDP 1,,2019-09-25,2019-09-12,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/00303/FLH/CIL,19/00303/CILADMIN 1,,2019-09-25,2019-09-18,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,neighbourhood-community-infrastructure-levy,19/00303/FLH/CIL,19/00303/NEIGHBOURHOOD 1,,2019-09-25,2019-09-18,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/00303/FLH/CIL,19/00303/IDP 1,,2019-09-25,2019-09-18,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,954.89,community-infrastructure-levy,19/00681/FUL/CIL,19/00681/CILADMIN 1,,2019-10-14,2019-10-14,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,954.89,community-infrastructure-levy,19/00681/FUL/CIL,19/00681/CILADMIN 2,,2019-10-14,2019-10-14,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,954.89,community-infrastructure-levy,19/00681/FUL/CIL,19/00681/CILADMIN 3,,2019-10-14,2019-10-14,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2864.67,neighbourhood-community-infrastructure-levy,19/00681/FUL/CIL,19/00681/NEIGHBOURHOOD 1,,2019-10-14,2019-10-14,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2864.67,neighbourhood-community-infrastructure-levy,19/00681/FUL/CIL,19/00681/NEIGHBOURHOOD 2,,2019-10-14,2019-10-14,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2864.67,neighbourhood-community-infrastructure-levy,19/00681/FUL/CIL,19/00681/NEIGHBOURHOOD 3,,2019-10-14,2019-10-14,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,15278.25,community-infrastructure-levy,19/00681/FUL/CIL,19/00681/IDP 1,,2019-10-14,2019-10-14,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,15278.24,community-infrastructure-levy,19/00681/FUL/CIL,19/00681/IDP 2,,2019-10-14,2019-10-14,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,15278.24,community-infrastructure-levy,19/00681/FUL/CIL,19/00681/IDP 3,,2019-10-14,2019-10-14,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,659.56,community-infrastructure-levy,16/00712/FUL/CIL,16/00712/CILADMIN 1,,2019-10-15,2019-10-15,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1978.68,neighbourhood-community-infrastructure-levy,16/00712/FUL/CIL,16/00712/NEIGHBOURHOOD 1,,2019-10-15,2019-10-15,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,10552.94,community-infrastructure-levy,16/00712/FUL/CIL,16/00712/IDP 1,,2019-10-15,2019-10-15,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,686.93,community-infrastructure-levy,19/00622/FUL/CIL,19/00622/CILADMIN 1,,2019-10-23,2019-10-16,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,686.93,community-infrastructure-levy,19/00622/FUL/CIL,19/00622/CILADMIN 2,,2019-10-23,2019-10-16,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2060.77,neighbourhood-community-infrastructure-levy,19/00622/FUL/CIL,19/00622/NEIGHBOURHOOD 1,,2019-10-23,2019-10-16,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2060.77,neighbourhood-community-infrastructure-levy,19/00622/FUL/CIL,19/00622/NEIGHBOURHOOD 2,,2019-10-23,2019-10-16,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,10990.8,community-infrastructure-levy,19/00622/FUL/CIL,19/00622/IDP 1,,2019-10-23,2019-10-16,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,10990.8,community-infrastructure-levy,19/00622/FUL/CIL,19/00622/IDP 2,,2019-10-23,2019-10-16,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,,18/01018/REM/S106,18/01018/S106 1,,2019-10-30,2019-10-04,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,affordable-housing,15/00845/FUL/S106,15/00845/S106 1,,2019-10-30,2019-10-01,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2.9988E+5,affordable-housing,17/01586/FUL/S106,17/01586/S106 1,,2019-10-30,2019-10-15,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,,17/01586/FUL/S106,17/01586/S106 2,,2019-10-30,2019-10-15,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,429437,affordable-housing,17/01760/FUL/S106 1,17/01760/S106 1,,2019-10-30,2019-10-22,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,373.22,community-infrastructure-levy,19/00538/RES/CIL,19/00538/CILADMIN 1,,2019-10-30,2019-10-30,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,373.22,community-infrastructure-levy,19/00538/RES/CIL,19/00538/CILADMIN 2,,2019-10-30,2019-10-30,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1119.66,neighbourhood-community-infrastructure-levy,19/00538/RES/CIL,19/00538/NEIGHBOURHOOD 1,,2019-10-30,2019-10-30,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1119.66,neighbourhood-community-infrastructure-levy,19/00538/RES/CIL,19/00538/NEIGHBOURHOOD 2,,2019-10-30,2019-10-30,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,5971.51,community-infrastructure-levy,19/00538/RES/CIL,19/00538/IDP 1,,2019-10-30,2019-10-30,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,5971.51,community-infrastructure-levy,19/00538/RES/CIL,19/00538/IDP 2,,2019-10-30,2019-10-30,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/00768/FUL/CIL,19/00768/CILADMIN 1,,2019-11-05,2019-11-05,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,neighbourhood-community-infrastructure-levy,19/00768/FUL/CIL,19/00768/NEIGHBOURHOOD 1,,2019-11-05,2019-11-05,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/00768/FUL/CIL,19/00768/IDP 1,,2019-11-05,2019-11-05,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,74.64,community-infrastructure-levy,17/01419/FUL/CIL,17/01419/CILADMIN 1,,2019-11-05,2019-10-30,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,223.94,neighbourhood-community-infrastructure-levy,17/01419/FUL/CIL,17/01419/NEIGHBOURHOOD 1,,2019-11-05,2019-10-30,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1194.33,community-infrastructure-levy,17/01419/FUL/CIL,17/01419/IDP 1,,2019-11-05,2019-10-30,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/00079/FUL/CIL,19/00079/CILADMIN 1,,2019-11-13,2019-11-13,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,neighbourhood-community-infrastructure-levy,19/00079/FUL/CIL,19/00079/NEIGHBOURHOOD 1,,2019-11-13,2019-11-13,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/00079/FUL/CIL,19/00079/IDP 1,,2019-11-13,2019-11-13,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,834.57,community-infrastructure-levy,18/00486/FUL/CIL,18/00486/CILADMIN 1,,2019-11-25,2019-11-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,834.57,community-infrastructure-levy,18/00486/FUL/CIL,18/00486/CILADMIN 2,,2019-11-25,2019-11-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,834.57,community-infrastructure-levy,18/00486/FUL/CIL,18/00486/CILADMIN 3,,2019-11-25,2019-11-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2503.71,neighbourhood-community-infrastructure-levy,18/00486/FUL/CIL,18/00486/NEIGHBOURHOOD 1,,2019-11-25,2019-11-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2503.71,neighbourhood-community-infrastructure-levy,18/00486/FUL/CIL,18/00486/NEIGHBOURHOOD 2,,2019-11-25,2019-11-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2503.71,neighbourhood-community-infrastructure-levy,18/00486/FUL/CIL,18/00486/NEIGHBOURHOOD 3,,2019-11-25,2019-11-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,13353.15,community-infrastructure-levy,18/00486/FUL/CIL,18/00486/IDP 1,,2019-11-25,2019-11-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,13353.14,community-infrastructure-levy,18/00486/FUL/CIL,18/00486/IDP 2,,2019-11-25,2019-11-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,13353.14,community-infrastructure-levy,18/00486/FUL/CIL,18/00486/IDP 3,,2019-11-25,2019-11-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1369.76,community-infrastructure-levy,18/01264/FUL/CIL,18/01264/CILADMIN 1,,2020-02-19,2020-01-28,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1369.77,community-infrastructure-levy,18/01264/FUL/CIL,18/01264/CILADMIN 2,,2020-02-19,2020-01-28,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1369.77,community-infrastructure-levy,18/01264/FUL/CIL,18/01264/CILADMIN 3,,2020-02-19,2020-01-28,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,4109.31,neighbourhood-community-infrastructure-levy,18/01264/FUL/CIL,18/01264/NEIGHBOURHOOD 1,,2020-02-19,2020-01-28,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,4109.31,neighbourhood-community-infrastructure-levy,18/01264/FUL/CIL,18/01264/NEIGHBOURHOOD 2,,2020-02-19,2020-01-28,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,4109.31,neighbourhood-community-infrastructure-levy,18/01264/FUL/CIL,18/01264/NEIGHBOURHOOD 3,,2020-02-19,2020-01-28,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,21916.32,community-infrastructure-levy,18/01264/FUL/CIL,18/01264/IDP 1,,2020-02-19,2020-01-28,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,21916.32,community-infrastructure-levy,18/01264/FUL/CIL,18/01264/IDP 2,,2020-02-19,2020-01-28,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,21916.32,community-infrastructure-levy,18/01264/FUL/CIL,18/01264/IDP 3,,2020-02-19,2020-01-28,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,821.78,community-infrastructure-levy,19/00577/ FUL/CIL,19/00577/CILADMIN 1,,2020-02-19,2020-02-06,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,821.77,community-infrastructure-levy,19/00577/ FUL/CIL,19/00577/CILADMIN 2,,2020-02-19,2020-02-06,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2465.33,neighbourhood-community-infrastructure-levy,19/00577/ FUL/CIL,19/00577/NEIGHBOURHOOD 1,,2020-02-19,2020-02-06,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2465.33,neighbourhood-community-infrastructure-levy,19/00577/ FUL/CIL,19/00577/NEIGHBOURHOOD 2,,2020-02-19,2020-02-06,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,13148.41,community-infrastructure-levy,19/00577/ FUL/CIL,19/00577/IDP 1,,2020-02-19,2020-02-06,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,13148.41,community-infrastructure-levy,19/00577/ FUL/CIL,19/00577/IDP 2,,2020-02-19,2020-02-06,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/01079/FUL/CIL,19/01079/CILADMIN 1,,2020-03-12,2020-02-03,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,neighbourhood-community-infrastructure-levy,19/01079/FUL/CIL,19/01079/NEIGHBOURHOOD 1,,2020-03-12,2020-02-03,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/01079/FUL/CIL,19/01079/IDP 1,,2020-03-12,2020-02-03,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/01382/REM/CIL,19/01382/CILADMIN 1,,2020-03-12,2020-02-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,neighbourhood-community-infrastructure-levy,19/01382/REM/CIL,19/01382/NEIGHBOURHOOD 1,,2020-03-12,2020-02-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/01382/REM/CIL,19/01382/IDP 1,,2020-03-12,2020-02-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,543.27,community-infrastructure-levy,18/01298/FUL/CIL,18/01298/CILADMIN 1,,2020-03-12,2020-02-26,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,543.27,community-infrastructure-levy,18/01298/FUL/CIL,18/01298/CILADMIN 2,,2020-03-12,2020-02-26,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1629.81,neighbourhood-community-infrastructure-levy,18/01298/FUL/CIL,18/01298/NEIGHBOURHOOD 1,,2020-03-12,2020-02-26,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1629.8,neighbourhood-community-infrastructure-levy,18/01298/FUL/CIL,18/01298/NEIGHBOURHOOD 2,,2020-03-12,2020-02-26,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,8692.29,community-infrastructure-levy,18/01298/FUL/CIL,18/01298/IDP 1,,2020-03-12,2020-02-26,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,8692.29,community-infrastructure-levy,18/01298/FUL/CIL,18/01298/IDP 2,,2020-03-12,2020-02-26,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/00062/FUL/CIL,19/00062/CILADMIN 1,,2020-03-12,2020-02-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,neighbourhood-community-infrastructure-levy,19/00062/FUL/CIL,19/00062/NEIGHBOURHOOD 1,,2020-03-12,2020-02-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/00062/FUL/CIL,19/00062/IDP 1,,2020-03-12,2020-02-25,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/01592/REM/CIL,19/01592/CILADMIN 1,,2020-03-12,2020-02-27,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,neighbourhood-community-infrastructure-levy,19/01592/REM/CIL,19/01592/NEIGHBOURHOOD 1,,2020-03-12,2020-02-27,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,0,community-infrastructure-levy,19/01592/REM/CIL,19/01592/IDP 1,,2020-03-12,2020-02-27,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,19931.57,community-infrastructure-levy,18/01559/REM/CIL,18/01559/CILADMIN 1,,2020-03-12,2020-03-11,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,19931.57,community-infrastructure-levy,18/01559/REM/CIL,18/01559/CILADMIN 2,,2020-03-12,2020-03-11,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,19931.57,community-infrastructure-levy,18/01559/REM/CIL,18/01559/CILADMIN 3,,2020-03-12,2020-03-11,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,59794.7,neighbourhood-community-infrastructure-levy,18/01559/REM/CIL,18/01559/NEIGHBOURHOOD 1,,2020-03-12,2020-03-11,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,59794.7,neighbourhood-community-infrastructure-levy,18/01559/REM/CIL,18/01559/NEIGHBOURHOOD 1,,2020-03-12,2020-03-11,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,59794.7,neighbourhood-community-infrastructure-levy,18/01559/REM/CIL,18/01559/NEIGHBOURHOOD 1,,2020-03-12,2020-03-11,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,318905.08,community-infrastructure-levy,18/01559/REM/CIL,18/01559/IDP 1,,2020-03-12,2020-03-11,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,318905.08,community-infrastructure-levy,18/01559/REM/CIL,18/01559/IDP 2,,2020-03-12,2020-03-11,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,318905.07,community-infrastructure-levy,18/01559/REM/CIL,18/01559/IDP 3,,2020-03-12,2020-03-11,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,67.88,community-infrastructure-levy,18/00481/REM/CIL,18/00481/CILADMIN 1,,2020-05-14,2019-09-10,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,203.64,neighbourhood-community-infrastructure-levy,18/00481/REM/CIL,18/00481/NEIGHBOURHOOD 1,,2020-05-14,2019-09-10,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1086.07,community-infrastructure-levy,18/00481/REM/CIL,18/00481/IDP 1,,2020-05-14,2019-09-10,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,964.96,community-infrastructure-levy,16/01564/FUL/CIL,16/01564/CILADMIN 1,,2020-05-14,2019-09-16,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2894.87,neighbourhood-community-infrastructure-levy,16/01564/FUL/CIL,16/01564/NEIGHBOURHOOD 1,,2020-05-14,2019-09-16,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,15439.34,community-infrastructure-levy,16/01564/FUL/CIL,16/01564/IDP 1,,2020-05-14,2019-09-16,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,609.8,community-infrastructure-levy,16/00588/FUL /CIL,16/00588/CILADMIN 1,,2020-05-14,2019-10-22,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1829.41,neighbourhood-community-infrastructure-levy,16/00588/FUL /CIL,16/00588/NEIGHBOURHOOD 1,,2020-05-14,2019-10-22,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,9756.86,community-infrastructure-levy,16/00588/FUL /CIL,16/00588/IDP 1,,2020-05-14,2019-10-22,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,2E+3,monitoring-fees,18/01360/FUL /S106,18/01360/S106 1,,2020-05-14,2020-01-10,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,3E+4,highways,18/01360/FUL /S106,18/01360 /S106 2,,2020-05-14,2020-01-10,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,6.15E+3,transport-and-travel,18/01360/FUL /S106,18/01360 /S106 3,,2020-05-14,2020-01-10,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,4E+4,,18/01360/FUL /S106,18/01360 /S106 4,,2020-05-14,2020-01-10,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,4.5E+3,transport-and-travel,18/01360/FUL /S106,18/01360 /S106 5,,2020-05-14,2020-01-10,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,1.2E+4,Pump priming (financially assisting the car club operator for 2 years),18/01360/FUL /S106,18/01360/S106 6,,2020-05-14,2020-01-10,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,,transport-and-travel,18/01360/FUL /S106,18/01360/S106 7,,2020-05-14,2020-01-10,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,,,17/01755/FUL/S106,17/01755/S106 1,,2020-05-14,2020-01-17,,
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,,,18/01559/REM/S106,18/01559/S106 1,,2020-05-14,2019-12-17,,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,148245.74,education,20030860V-da,20030860ED1,,2020-10-29,2007-07-06,,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,148245.74,education,20030860V-da,20030860ED2,,2020-10-29,2007-07-06,,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,1.25E+4,highways,20030860v-da,20030860HW,,2020-10-29,2007-07-06,,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,39101.24,open-space-and-leisure,20031575-da,20031575OP,,2020-10-29,2006-03-15,,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,30131.6,open-space-and-leisure,20041114-da,20041114OP,,2020-10-29,2005-12-09,,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,5E+4,other,20050803-da,20050803TC,,2020-10-29,2005-11-14,,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,2.5E+2,highways,20050879-da,20050879HW,,2020-10-29,2006-02-21,,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,1.9872E+5,education,20060782-da,20060782ED,,2020-10-29,2007-01-30,,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,164077.36,education,20071970-da,20071970ED,,2020-10-29,2008-03-03,,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,34519,open-space-and-leisure,20071970-da,20071970OP,,2020-10-29,2008-03-03,,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,5.028E+4,education,20080338-da,20080338ED1,,2020-10-29,2011-08-23,,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,3.771E+4,education,20080338-da,20080338ED2,,2020-10-29,2011-08-23,,
